name,url,website_url,featured,rating,num_reviews,num_users,version,size,developer,updated_date,num_languages,timestamp
Read Aloud: A Text to Speech Voice Reader,https://chromewebstore.google.com/detail/read-aloud-a-text-to-spee/hdhinadidafjejdhmfkjgnolgimiaplp,https://lsdsoftware.com/,True,4.2,3300,5000000,2.19.1,445KiB,"Business
158 Magellan Ave San Jose, CA 95116 US
Website
Email","April 26, 2025",9.0,2025-04-28 12:52:30
"Read Aloud: Text to Speech (TTS, Listen to Text)",https://chromewebstore.google.com/detail/read-aloud-text-to-speech/npdkkcjlmhcnnaoobfdjndibfkkhhdfn,https://thereadme.com/,True,4.3,2700,500000,1.1.9,2.59MiB,"Website
Email","March 24, 2025",18.0,2025-04-28 12:52:36
NaturalReader - AI Text to Speech,https://chromewebstore.google.com/detail/naturalreader-ai-text-to/kohfgcgbkjodfcfkcackpagifgbcmimk,https://www.naturalreaders.com/,True,4.2,2000,900000,7.0.10,2.68MiB,"NaturalSoft Limited
935 - 6388 NO. 3 ROAD Richmond, BC V6Y 0L4 CA
Website
Email
Phone","December 8, 2024",,2025-04-28 12:52:38
Voice Out: Text to Speech Voice Reader,https://chromewebstore.google.com/detail/voice-out-text-to-speech/jmodgcjbfcmningbahdmedofbabejbba,https://voiceout.app/,False,4.3,97,20000,1.17,2.06MiB,"Website
Email","April 22, 2025",40.0,2025-04-28 12:52:40
Speechify Text to Speech Voice Reader,https://chromewebstore.google.com/detail/speechify-text-to-speech/ljflmlehinmoeknoonhibbjpldiijjmm,https://speechify.com/,True,4.6,18200,1000000,11.34.0,23.25MiB,"Speechify Inc
7901 4th St N STE 6193 St. Petersburg, FL 33702 US
Website
Email","April 21, 2025",,2025-04-28 12:52:42
Text to Speech Chrome Extension,https://chromewebstore.google.com/detail/text-to-speech-chrome-ext/cpabikagfnbfhciiflkalhjndgpiipmg,https://chromewebstore.google.com/user/installed,False,4.0,12,4000,1.3,745KiB,Email,"October 9, 2024",52.0,2025-04-28 12:52:44
Edge Text to Speech Voice Reader,https://chromewebstore.google.com/detail/edge-text-to-speech-voice/jeenjljjokaobgdbemlplaidbjfliknl,https://mapache.dev/,False,4.0,7,865,1.0.2,113KiB,"Website
Email","March 22, 2025",,2025-04-28 12:52:46
Pericles: Text to Speech Screen Reader,https://chromewebstore.google.com/detail/pericles-text-to-speech-s/oacindbdmlbdeidohafnfocfckkhjlbg,https://getpericles.com/,False,4.0,132,20000,2.2.13,463KiB,"Website
Email","August 18, 2023",,2025-04-28 12:52:48
MS Edge TTS (Text to Speech),https://chromewebstore.google.com/detail/ms-edge-tts-text-to-speec/oajalfneblkfiejoadecnmodfpnaeblh,https://chromewebstore.google.com/user/installed,False,4.5,53,4000,1.2.8,1.44MiB,Email,"January 30, 2025",,2025-04-28 12:52:49
Text to Speech (Dubbing) - SpeakText,https://chromewebstore.google.com/detail/text-to-speech-dubbing-sp/kglnbmpmjfbmcodgcgibonfeenmmgmmp,https://chromewebstore.google.com/user/installed,False,4.3,20,10000,0.0.23,1.03MiB,Email,"April 3, 2025",3.0,2025-04-28 12:52:52
Text to Speech Extension,https://chromewebstore.google.com/detail/text-to-speech-extension/dgfphehljklflggebnikioimdpjoblim,https://chromewebstore.google.com/user/installed,False,5.0,11,3000,1.5,742KiB,Email,"October 7, 2024",52.0,2025-04-28 12:52:53
Slang - Text to Speech,https://chromewebstore.google.com/detail/slang-text-to-speech/enkmbkhkbdiaafkmofbmdahclajelgfh,https://kauer3.github.io/,False,4.6,9,650,0.4,220KiB,"Website
Email","April 27, 2021",,2025-04-28 12:52:56
"GPT Reader: Free AI Text to Speech with ChatGPT Voices, TTS",https://chromewebstore.google.com/detail/gpt-reader-free-ai-text-t/aeggkceabpfajnglgaeadofdmeboimml,https://gpt-reader.com/,False,4.8,29,4000,1.1.0,4.84MiB,"Website
Email","April 18, 2025",51.0,2025-04-28 12:52:57
Waves: Text-to-Speech Voice Reader,https://chromewebstore.google.com/detail/waves-text-to-speech-voic/cfdkiigckljdahakjbleipdhendolcnn,https://chromewebstore.google.com/user/installed,False,4.2,5,114,0.0.1,1.05MiB,"Smallest INC
16192 Coastal Hwy Lewes, DE 19958 US
Email
Phone","November 29, 2024",,2025-04-28 12:52:59
Lichess Text To Speech,https://chromewebstore.google.com/detail/lichess-text-to-speech/khmempcacbgfbhkeocpahgcmognoaoeh,https://chromewebstore.google.com/user/installed,False,4.2,13,403,1.0.5,12.66KiB,Email,"August 11, 2023",,2025-04-28 12:53:01
Text to Speech TTS AI | Readvox,https://chromewebstore.google.com/detail/text-to-speech-tts-ai-rea/abhjpgicemlbiclagmlbnchinjdimkog,https://readvox.com/,True,4.4,178,20000,3.19.1,16.99MiB,"Fenvox LLC
17350 State Highway 249 Ste 220 Houston, TX 77064 US
Website
Email
Phone","April 27, 2025",11.0,2025-04-28 12:53:02
Speaktor: Convert Text to Audio,https://chromewebstore.google.com/detail/speaktor-convert-text-to/pkalafphkhagdcdomigccbieboahfipl,https://speaktor.com/,False,4.8,56,3000,1,210KiB,"Transkriptor
1111B S Governors Ave STE 3804 Dover, DE 19904-6903 US
Website
Email
Phone","March 2, 2023",36.0,2025-04-28 12:53:04
Text to Speech - AI Voice Generator,https://chromewebstore.google.com/detail/text-to-speech-ai-voice-g/lkhffkmjeoaopmgmekkpdolbbmhecalc,https://www.transmonkey.ai/text-to-speech,False,4.3,6,337,1.1,286KiB,"Website
Email","January 14, 2025",55.0,2025-04-28 12:53:06
Google Docs Free Text to Speech by OmniReader,https://chromewebstore.google.com/detail/google-docs-free-text-to/jliapgikcbjfohiheiadbelinopjjhej,https://chromewebstore.google.com/user/installed,False,4.0,2,100,0.1.0,125KiB,Email,"December 18, 2024",,2025-04-28 12:53:08
Offline Text To Speech,https://chromewebstore.google.com/detail/offline-text-to-speech/ecnibbdjecjgllmkodkjnodmblmffkkp,https://chromewebstore.google.com/user/installed,True,4.5,2,963,1.0.0,1.06MiB,"Kandivali Mumbai, Maharashra 400067 India
Email","September 13, 2021",,2025-04-28 12:53:10
Vocalize: Text-to-Speech Reader,https://chromewebstore.google.com/detail/vocalize-text-to-speech-r/blfcpmpbhiimmppeommigmccaenlihhm,https://chromewebstore.google.com/user/installed,False,5.0,1,52,1.4,144KiB,Email,"January 7, 2025",,2025-04-28 12:53:12
Translator and Text to Speech (TTS),https://chromewebstore.google.com/detail/translator-and-text-to-sp/nkbpagohbgnpdpldlcmabekfidlkfcad,https://www.freetranslations.org/,False,4.2,6,1000,1.7,46.77KiB,"Website
Email","April 7, 2021",,2025-04-28 12:53:15
Paper To Audio,https://chromewebstore.google.com/detail/paper-to-audio/djncfliejhhejjgbhcopflpnlaeicnco,https://chromewebstore.google.com/user/installed,True,4.1,10,1000,3.0,2.9MiB,Email,"January 19, 2025",,2025-04-28 12:53:17
Playtext — Text to Speech,https://chromewebstore.google.com/detail/playtext-%E2%80%94-text-to-speech/ccocbkipkgmgmpjnjnhkhkdojodbbcck,https://playtext.app/,True,4.0,8,1000,2.0.8,65.21KiB,"Website
Email","February 6, 2024",,2025-04-28 12:53:19
AI speaker - Text to speech,https://chromewebstore.google.com/detail/ai-speaker-text-to-speech/fbmdamampclnekmjdbcceojhfiabfgla,https://chromewebstore.google.com/user/installed,False,5.0,9,293,1.0.7,344KiB,Email,"February 13, 2025",,2025-04-28 12:53:20
Text To Speech Reader Pro,https://chromewebstore.google.com/detail/text-to-speech-reader-pro/imbmkbogaolllmfeemnoieblncghndod,https://fuzesoft.com/,False,5.0,1,26,1.0.0,47.81KiB,"Fuzesoft
C. A. Olesens Gade 4 Aalborg 9000 DK
Website
Email","February 5, 2025",47.0,2025-04-28 12:53:22
ReadX Text To Speech,https://chromewebstore.google.com/detail/readx-text-to-speech/nnpkmeadcahjgbmiemkbdlbnkhkoinff,https://chromewebstore.google.com/user/installed,True,4.4,9,478,1.2.1,243KiB,Email,"March 20, 2025",,2025-04-28 12:53:24
Voice In - Speech-To-Text Dictation,https://chromewebstore.google.com/detail/voice-in-speech-to-text-d/pjnefijmagpdjfhhkpljicbbpicelgko,https://dictanote.co/,True,4.4,2200,600000,4.31,2.25MiB,"Website
Email","April 21, 2025",40.0,2025-04-28 12:53:26
"Text To Speech, Udemy Course Subtitle Reader with AI Voices | Readio",https://chromewebstore.google.com/detail/text-to-speech-udemy-cour/hghepaogndoaijlgelomneagnjlhaled,https://readio.online/,True,4.2,58,2000,1.2.7,682KiB,"Website
Email","April 24, 2025",,2025-04-28 12:53:27
Text to Speech AI,https://chromewebstore.google.com/detail/text-to-speech-ai/imcbchffghgpfhbkchbjbpeopjeplenh,https://freddydeveloper.com/,True,4.8,18,111,1.5,4.14MiB,"FreddyDeveloper
Website
Email","December 25, 2024",,2025-04-28 12:53:32
Text-to-Speech Reader,https://chromewebstore.google.com/detail/text-to-speech-reader/agbpaddnielheehkfcnncbdoibpmfeki,https://chromewebstore.google.com/user/installed,False,5.0,1,7,1.1,82.13KiB,Email,"March 29, 2025",,2025-04-28 12:53:34
Playcast.ai: Text-To-Speech For Your Reading List,https://chromewebstore.google.com/detail/playcastai-text-to-speech/cgkmipkfajgbpigiccgjanjbfkdgapif,https://playcast.ai/,False,5.0,1,45,1.0.0,1.34MiB,"Doruk Can Kisin
Namık Kemal Caddesi Maltepe, İstanbul 34481 TR
Website
Email
Phone","August 22, 2024",,2025-04-28 12:53:36
Tiktok Voice Generator,https://chromewebstore.google.com/detail/tiktok-voice-generator/dkgmjefaaffbdcjlfelfjgfnddckcokf,https://chromewebstore.google.com/user/installed,False,4.9,18,2000,1.1.5,161KiB,Email,"August 16, 2024",52.0,2025-04-28 12:53:38
Text-to-Speech Extension,https://chromewebstore.google.com/detail/text-to-speech-extension/bjidgmpmbodlobefnnnaableplbjgndo,https://chromewebstore.google.com/user/installed,False,5.0,1,14,1.0.1,58.36KiB,"1516871 B.C. LTD.
1360 Pheasant Lane 51 Victoria, BC V9B 5R4 CA
Email
Phone","March 10, 2025",,2025-04-28 12:53:40
Wavenet for Chrome,https://chromewebstore.google.com/detail/wavenet-for-chrome/iefankigbnlnlaolflbcopliocibkffc,https://chromewebstore.google.com/user/installed,True,4.7,84,10000,12,4.59MiB,Email,"July 30, 2023",,2025-04-28 12:53:41
Read to Me,https://chromewebstore.google.com/detail/read-to-me/anpkfnccdmljhdegcaonjffhjhhcalaj,https://readtome.pro/,True,4.6,316,30000,2.3.2,1.25MiB,"Website
Email","April 24, 2025",52.0,2025-04-28 12:53:43
ReadText (Text to Speech Reader),https://chromewebstore.google.com/detail/readtext-text-to-speech-r/nbponmdleleejbojmgdcfbihmndlalle,https://readtextonline.com/,True,4.2,12,568,2.0.5,489KiB,"MagicLabs
32, Church St Bengaluru, Karnataka 560001 IN
Website
Email","October 11, 2024",,2025-04-28 12:53:45
Selected text to speech,https://chromewebstore.google.com/detail/selected-text-to-speech/apcoiakmgopgbglbpfhaibglboldbaep,https://funfuni.com/,True,4.2,5,219,2.1,17.06KiB,"Website
Email","October 29, 2024",,2025-04-28 12:53:46
"SpeechText.AI: Record, Capture & Transcribe",https://chromewebstore.google.com/detail/speechtextai-record-captu/pjomkoghmkhnipjjlcgoncjlonoleckj,https://speechtext.ai/,False,4.1,29,40000,1.0.4,31.71KiB,"Website
Email","June 19, 2024",,2025-04-28 12:53:48
Speech my text,https://chromewebstore.google.com/detail/speech-my-text/hcmjdmffibhdokpbajaiegfpemmkfpcm,https://chromewebstore.google.com/user/installed,True,4.4,13,434,1.0,80.66KiB,Email,"July 30, 2022",,2025-04-28 12:53:51
Gemini Live Text-to-Speech,https://chromewebstore.google.com/detail/gemini-live-text-to-speec/olpjbfdakgoibngpmmihilbnlkabnlhl,https://chromewebstore.google.com/user/installed,False,5.0,1,119,2.1.0,271KiB,"Jansen Manatum Tan
1803 W 86th Ave Merrillville, IN 46410-8451 US
Email
Phone","February 24, 2025",,2025-04-28 12:53:54
Readin - Lifelike Text to Speech Reader (TTS),https://chromewebstore.google.com/detail/readin-lifelike-text-to-s/nnheobpfcpicnkfpdaafonmoaiehgmkj,https://chromewebstore.google.com/user/installed,False,4.9,14,120,1.0.2,1.29MiB,Email,"March 13, 2025",,2025-04-28 12:53:56
TabSpeech,https://chromewebstore.google.com/detail/tabspeech/ccojlmmbakjcoddbepmmogiobbmmhmjc,https://chromewebstore.google.com/user/installed,False,4.3,21,3000,2.1,101KiB,Email,"February 27, 2025",4.0,2025-04-28 12:53:58
Voice Control for ChatGPT,https://chromewebstore.google.com/detail/voice-control-for-chatgpt/eollffkcakegifhacjnlnegohfdlidhn,https://voicecontrol.chat/,True,4.0,657,500000,4.0.0,1.32MiB,"Aidia ApS
Nøddehaven 4 Værløse 3500 DK
Website
Email
Phone","April 15, 2025",,2025-04-28 12:53:59
"VoiceWave: Voice mode for ChatGPT, DeepSeek, and other AI chatbots",https://chromewebstore.google.com/detail/voicewave-voice-mode-for/baahncfnjojaofhdmdfkpeadigoemkif,https://voicewave.xyz/,True,4.0,278,100000,4.20.101,1.51MiB,"VoiceWave
Banasree, Rampura Dhaka 1219 BD
Website
Email","April 14, 2025",45.0,2025-04-28 12:54:02
Read It To Me,https://chromewebstore.google.com/detail/read-it-to-me/dgoegmgdhakmijhepjiligkkmlepkkic,https://chromewebstore.google.com/user/installed,False,4.2,37,10000,1.0.6,664KiB,Email,"April 8, 2025",52.0,2025-04-28 12:54:06
Voiceitt: Speech-To-Text for Non-Standard Speakers,https://chromewebstore.google.com/detail/voiceitt-speech-to-text-f/aalfhpnibomagmpkoljjlblbbkmedcli,https://voiceitt.com/,False,5.0,3,769,0.0.22,647KiB,"Technologies of Voice Interface Ltd
8 HaZait St. Holon 5821448 IL
Website
Email
Phone","April 9, 2025",,2025-04-28 12:54:08
Speech To Text Engine,https://chromewebstore.google.com/detail/speech-to-text-engine/nfaflpdfalanegbebaikeadklolpflfi,https://chromewebstore.google.com/user/installed,False,4.6,21,2000,0.1,147KiB,Email,"July 4, 2022",,2025-04-28 12:54:10
Text N Speech,https://chromewebstore.google.com/detail/text-n-speech/goielogmjddnahjgeeicilcjgejpooig,https://textnspeech.com/,False,4.2,5,61,1.6,101KiB,"Website
Email","April 23, 2025",,2025-04-28 12:54:11
"Audio AI : Voice-to-Text for DeepSeek, ChatGPT, Claude and 1M+ more",https://chromewebstore.google.com/detail/audio-ai-voice-to-text-fo/phdhgapeklfogkncjpcpfmhphbggmdpe,https://ertiqah.com/,False,4.7,59,1000,1.2.6,69.95KiB,"Ertiqah, LLC.
131 Continental Dr suite 305 Newark, DE 19713-4305 US
Website
Email","January 30, 2025",,2025-04-28 12:54:13
Summme - Add Voice Chat to ChatGPT (TTS & STT),https://chromewebstore.google.com/detail/summme-add-voice-chat-to/ehefcdakfbkmpeimjcnhdlhjhinhkhpn,https://summ.me/,True,4.1,19,523,1.0.7,465KiB,"Website
Email","October 23, 2024",,2025-04-28 12:54:16
Voice to Text,https://chromewebstore.google.com/detail/voice-to-text/elajeappnnlkfmffkincmhkmomnjgjpj,https://aivoicerecorder.pro/,False,5.0,4,974,2.0.0,215KiB,"Website
Email","December 22, 2024",52.0,2025-04-28 12:54:18
Text-to-Speech Converter,https://chromewebstore.google.com/detail/text-to-speech-converter/jjillmfokiepkhmldihkbfcomecdbgab,https://aquamarine-tiramisu-7ba5f0.netlify.app/,False,5.0,2,19,1.0,1.36MiB,"Digital Duo in
Near gurunank mandir dadvaroad dhola junction bhavnagar, Gujarat 364320 IN
Website
Email","January 2, 2025",,2025-04-28 12:54:21
SpeechAgent - Live Voice Typing,https://chromewebstore.google.com/detail/speechagent-live-voice-ty/dmeopbjmadhhfckcedpefeiomepehigk,https://chromewebstore.google.com/user/installed,False,4.1,26,10000,0.2.2,66.11KiB,Email,"May 26, 2022",,2025-04-28 12:54:23
VoxReader - Text to Speech,https://chromewebstore.google.com/detail/voxreader-text-to-speech/cpfpnjcjglagplmgdalpgldhpaegnimb,https://chromewebstore.google.com/user/installed,False,4.4,5,1000,1.0.2.0,741KiB,Email,"February 9, 2022",2.0,2025-04-28 12:54:24
TTS Reader,https://chromewebstore.google.com/detail/tts-reader/blckodkdfiedapfpjiobdkedmocgihco,https://chromewebstore.google.com/user/installed,False,4.6,14,614,1.0.2,860KiB,Email,"April 15, 2025",52.0,2025-04-28 12:54:26
Voice/Speech To Text - DictationDaddy,https://chromewebstore.google.com/detail/voicespeech-to-text-dicta/mnnmkkjnpnmbfohnpbddndcmiioicpjl,https://dictationdaddy.com/,True,4.4,14,594,1.38,3.68MiB,"Website
Email","March 12, 2025",16.0,2025-04-28 12:54:28
Text Reader – TTS | Free Text Reader for Selected Web Text,https://chromewebstore.google.com/detail/text-reader-%E2%80%93-tts-free-te/mhcghjakflmhocjdmkhdflpikhjnembg,https://chromewebstore.google.com/user/installed,False,5.0,1,7,2.3.1,1.0MiB,Email,"April 8, 2025",,2025-04-28 12:54:30
Audio File to Text Converter,https://chromewebstore.google.com/detail/audio-file-to-text-conver/lpaefogpeigedginpjafcbeicpckiema,https://chromewebstore.google.com/user/installed,False,4.3,24,6000,1.1,163KiB,Email,"November 21, 2024",52.0,2025-04-28 12:54:32
Transkriptor Transcribe Audio to Text,https://chromewebstore.google.com/detail/transkriptor-transcribe-a/pbajmiiebklfjhkeahpgjdlgclelihjh,https://transkriptor.com/,True,4.8,1600,100000,2.4.5,1.86MiB,"Transkriptor
1111B S Governors Ave STE 3804 Dover, DE 19904-6903 US
Website
Email
Phone","November 15, 2024",36.0,2025-04-28 12:54:34
WhisperAI - AI driven Speech-to-text,https://chromewebstore.google.com/detail/whisperai-ai-driven-speec/klhcnkknganbneegjihbcfjoifiomhfn,https://blabby.ai/,True,4.8,61,2000,4.2.2,1.81MiB,"Website
Email","April 21, 2025",,2025-04-28 12:54:38
SpeakMagic - Speech to Text,https://chromewebstore.google.com/detail/speakmagic-speech-to-text/mdbcpndkogmknkhdbbdghnebegdeehfm,https://chromewebstore.google.com/user/installed,False,5.0,2,142,0.0.0.1,1.96MiB,Email,"April 4, 2021",,2025-04-28 12:54:40
Microsoft Audio-Content-Creation TTS Exporter,https://chromewebstore.google.com/detail/microsoft-audio-content-c/lhphdiclklkbodombedbjeddjfkfcmao,https://chromewebstore.google.com/user/installed,True,4.5,4,1000,2.1.0,414KiB,Email,"September 2, 2023",10.0,2025-04-28 12:54:42
Mote - Voice & Audio for Learning,https://chromewebstore.google.com/detail/mote-voice-audio-for-lear/ajphlblkfpppdpkgokiejbjfohfohhmk,https://mote.com/,True,4.6,165,98073360,2.0.6,28.46MiB,"Mote Technologies, Inc.
548 Market St, San Francisco PMB 52828 San Francisco, CA 94104 US
Website
Email
Phone","April 6, 2025",19.0,2025-04-28 12:54:44
Speakatoo,https://chromewebstore.google.com/detail/speakatoo/dlolcmhhnejcalcnhaefcfbdahhlbcdp,https://www.speakatoo.com/,False,5.0,3,26,1.1.2,216KiB,"MicroPedia Global Services
Office Number, 313 Water Edge Society, Mahalunge, Balewadi, Pune, Maharashtra 411045 IN
Website
Email
Phone","January 4, 2025",,2025-04-28 12:54:46
Lingvanex - Online Text and Voice Translator,https://chromewebstore.google.com/detail/lingvanex-online-text-and/kdamfjkjgaidaigdfelkpgdnbigclccc,https://lingvanex.com/,True,4.1,254,10000,3.2.9,2.12MiB,"NordicWise Limited
1 Apriliou, 52, Athienou Larnaca 7600 Cyprus
Website
Email","March 17, 2025",39.0,2025-04-28 12:54:48
"ImTranslator: Translator, Dictionary, TTS",https://chromewebstore.google.com/detail/imtranslator-translator-d/noaijdpnepcgjemiklgfkcfbkokogabh,https://about.imtranslator.net/,True,4.4,5200,1000000,17.4,2.84MiB,"Website
Email","December 31, 2024",25.0,2025-04-28 12:54:49
Speech to Text Converter,https://chromewebstore.google.com/detail/speech-to-text-converter/mhjpeloaogkjmpgcngiflachhggknlph,https://chromewebstore.google.com/user/installed,False,4.7,10,901,1.6.0,440KiB,Email,"April 6, 2025",52.0,2025-04-28 12:54:51
Voicy - Voice to Text Powered by AI,https://chromewebstore.google.com/detail/voicy-voice-to-text-power/hgegmplalfpnkfahiikedaghinbocfdd,https://usevoicy.com/,True,5.0,43,3000,1.7.5,598KiB,"Website
Email","April 24, 2025",10.0,2025-04-28 12:54:53
Speech Translator,https://chromewebstore.google.com/detail/speech-translator/jodfjmaiakpnmeddgpeflpafebmlhppn,https://kappaflow.dev/,True,4.0,233,90000,0.2.2,48.6MiB,"Website
Email","December 27, 2023",19.0,2025-04-28 12:54:55
Voice Writer,https://chromewebstore.google.com/detail/voice-writer/bmnkehnhllihccfbhinbjpolponlnfbl,https://voicewriter.io/,False,5.0,7,192,1.1.0,619KiB,"Website
Email","April 4, 2025",,2025-04-28 12:54:57
Transcribe Speech To Text - YTScribe,https://chromewebstore.google.com/detail/transcribe-speech-to-text/ckammmbcncnmfidlajihpfcooakmheik,https://www.livepolls.app/chrome_addons,False,4.2,5,3000,1.6,70.5KiB,"Website
Email","January 15, 2025",54.0,2025-04-28 12:54:58
Read Out Loud,https://chromewebstore.google.com/detail/read-out-loud/mojcmdcfhhndhnlpilkikicaoflnnmmb,https://chromewebstore.google.com/user/installed,True,4.8,44,2000,1.0.6,460KiB,Email,"March 25, 2025",52.0,2025-04-28 12:55:00
Online speech recognition,https://chromewebstore.google.com/detail/online-speech-recognition/pehlbpmpoabkgenppepoaihkacolpdcf,https://speechpad.ru/,True,4.2,783,100000,10.0,43.84KiB,"IP Shechkov A.V.
ул. Новопесчаная, 13/3 Москва, Moskva 125252 RU
Website
Email","April 25, 2024",2.0,2025-04-28 12:55:02
Text Reader and Translator,https://chromewebstore.google.com/detail/text-reader-and-translato/heedimaoodnkkoddokgmgihpihmnjflj,https://chromewebstore.google.com/user/installed,False,5.0,7,43,1.0,16.46KiB,"Jatin kumar
VPO balh teh bangana Una, Himachal Pradesh 174321 IN
Email","November 27, 2024",,2025-04-28 12:55:04
Speak! - Speech-To-Text Smart Dictation,https://chromewebstore.google.com/detail/speak-speech-to-text-smar/glklbjgdbdmlmjomcdhmjjklkeoghihh,https://kredor.com/,False,4.2,50,7000,1.0.38,2.73MiB,"Website
Email","April 17, 2025",46.0,2025-04-28 12:55:07
Audio SpeechScribe: Audio to Text,https://chromewebstore.google.com/detail/audio-speechscribe-audio/gijnkelbkbmaekkkgoalpimggbmoahol,https://edu.elang.app/,False,4.0,8,3000,2.1.2,53.54MiB,"English In Games
Jana Dantyszka 18 Warszawa 02-054 PL
Website
Email","March 5, 2025",14.0,2025-04-28 12:55:09
Talk & Write,https://chromewebstore.google.com/detail/talk-write/aoccbmdngdnaepdoonchccpgloegkhid,https://www.extendbrowser.com/,False,4.4,47,10000,1.0.1,41.23KiB,"GeorgeZ
Athens Attiki, Attiki 13562 Greece
Website
Email","August 29, 2023",,2025-04-28 12:55:11
TransOver,https://chromewebstore.google.com/detail/transover/aggiiclaiamajehmlfpkjmlbadmkledi,https://chromewebstore.google.com/user/installed,True,4.6,1800,100000,1.74,132KiB,Email,"February 4, 2024",,2025-04-28 12:55:13
TextCortex: Personal AI Assistant & AI Writer,https://chromewebstore.google.com/detail/textcortex-personal-ai-as/hahkojdegblcccihngmgndhdfheheofe,https://textcortex.com/,True,4.9,1600,70000,1.36.30,5.41MiB,"Text Cortex AI UG (hb)
c/o WeWork Kemperpl. 1 Berlin 10785 DE
Website
Email
Phone","April 19, 2025",54.0,2025-04-28 12:55:15
Readsy,https://chromewebstore.google.com/detail/readsy/nopgbkabhipfhbciolfjhmkflphjfkca,https://readsyapp.com/,True,4.4,5,914,1.0.5,146KiB,"Website
Email","October 17, 2022",,2025-04-28 12:55:16
Clearly Reader - Your AI Reading Assistant,https://chromewebstore.google.com/detail/clearly-reader-your-ai-re/odfonlkabodgbolnmmkdijkaeggofoop,https://clearlyreader.com/,True,4.6,1200,100000,4.1.0,6.88MiB,"Website
Email","April 1, 2025",12.0,2025-04-28 12:55:18
LipSurf - Voice Control for the Web,https://chromewebstore.google.com/detail/lipsurf-voice-control-for/lnnmjmalakahagblkkcnjkoaihlfglon,https://lipsurf.com/,False,4.0,108,9000,4.16.2,3.11MiB,"LipSurf Inc.
10228 Northwest Highway 294 Dallas, TX 75238 US
Website
Email
Phone","August 6, 2023",2.0,2025-04-28 12:55:20
Upword: AI notes & summarization tool,https://chromewebstore.google.com/detail/upword-ai-notes-summariza/pooaceljmehmcieneahjdlhkggheonbf,https://chromewebstore.google.com/user/installed,False,4.8,108,20000,1.3.1,1.71MiB,"Erudite Inc
730th Arizona Ave Santa Monica, CA 90401 US
Email
Phone","June 19, 2024",,2025-04-28 12:55:22
Google Docs Read Aloud,https://chromewebstore.google.com/detail/google-docs-read-aloud/alpipgnfbheckmgckbfleoliadakhaho,https://chromewebstore.google.com/user/installed,False,4.6,5,1000,1.0.0,1.51MiB,Email,"March 11, 2025",52.0,2025-04-28 12:55:24
Serbski Text-to-Speech Erweiterung,https://chromewebstore.google.com/detail/serbski-text-to-speech-er/dbdcoigogdbamlmlnlfebbhnpkdpaofg,https://chromewebstore.google.com/user/installed,False,5.0,1,97442195,1.0,86.21KiB,"Sorbisches Institut e. V. / Serbski institut z.t.
Bahnhofstraße 6 Bautzen 02625 DE
Email","March 6, 2025",,2025-04-28 12:55:25
Speech To Text — Voice Typing,https://chromewebstore.google.com/detail/speech-to-text-%E2%80%94-voice-ty/lklnmpaocicgddhnmjdjlncmoppfpohn,https://speechtotext.biz/,False,4.3,6,60,0.0.3,179KiB,"Website
Email","April 17, 2025",10.0,2025-04-28 12:55:27
rikaikun,https://chromewebstore.google.com/detail/rikaikun/jipdnfibhldikgcjhfnomkfpcebammhp,https://chromewebstore.google.com/user/installed,True,4.7,1900,200000,3.1.17,27.79MiB,Email,"April 21, 2025",,2025-04-28 12:55:29
Talking Clock,https://chromewebstore.google.com/detail/talking-clock/babblknbggnkbadcnoeoendifjkbkflj,https://guokai.dev/,True,4.4,96,10000,1.0.0,259KiB,"Website
Email","December 29, 2022",2.0,2025-04-28 12:55:31
StopWork.ai - Voice To Everything - AI Powered,https://chromewebstore.google.com/detail/stopworkai-voice-to-every/oojgpmfeafelpfpjfcecmmegebfmmaeh,https://stopwork.ai/,False,4.0,2,98,3.1113,24.7MiB,"Website
Email","January 6, 2025",,2025-04-28 12:55:33
Language Reactor,https://chromewebstore.google.com/detail/language-reactor/hoombieeljmmljlkjmnheibnpciblicm,https://chromewebstore.google.com/user/installed,False,4.2,3800,2000000,5.1.3,2.9MiB,Email,"April 11, 2025",27.0,2025-04-28 12:55:35
Read Selected,https://chromewebstore.google.com/detail/read-selected/gmhbhkikokpnmhfnijpkfdobdchodpkg,https://chromewebstore.google.com/user/installed,False,4.0,1,86,3.2,36.78KiB,Email,"November 7, 2024",,2025-04-28 12:55:37
Talking ChatGPT,https://chromewebstore.google.com/detail/talking-chatgpt/dppbeenbobngogcdfnocicajiegcofmo,https://chromewebstore.google.com/user/installed,True,4.3,4,1000,2.6,19.14KiB,"Ramona Scharl
Max-Reger-Platz 6 Bodenwöhr 92439 DE
Email
Phone","October 14, 2024",,2025-04-28 12:55:38
Read News with TTS,https://chromewebstore.google.com/detail/read-news-with-tts/iimnpknhbclbehjapplgbaakdjnlifbm,https://chromewebstore.google.com/user/installed,False,4.0,4,1000,1.0.0,736KiB,Email,"August 9, 2022",,2025-04-28 12:55:41
Reader View,https://chromewebstore.google.com/detail/reader-view/ecabifbgmdmgdllomnfinbmaellmclnh,https://chromewebstore.google.com/user/installed,True,4.7,1100,300000,0.8.2,300KiB,Email,"April 18, 2025",13.0,2025-04-28 12:55:44
